Age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,age_group
19,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Yes,4,Yes,2,2,User-friendly website/app interface,Customer service responsiveness,19-25
23,Female,Less than once a month,Beauty and Personal Care;others,No,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,5,No,4,1,Wide product selection,Shipping speed and reliability,19-25
23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,2,Yes,3,3,Product recommendations,Customer service responsiveness,19-25
34,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,No,3,3,Product recommendations,Customer service responsiveness,26-35
34,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,3,No,2,4,Product recommendations,Reducing packaging waste,26-35
34,Female,Once a month,Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,No,4,4,Wide product selection,Product quality and accuracy,26-35
23,Prefer not to say,Few times a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Occasionally,No,2,Yes,2,3,Wide product selection,Customer service responsiveness,19-25
45,Female,Once a week,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,2,Maybe,Always,High shipping costs,Rarely,Yes,Moderately,No,3,Sometimes,2,3,Competitive prices,Customer service responsiveness,46-55
23,Female,Once a week,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,No,2,1,Competitive prices,Shipping speed and reliability,19-25
34,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,26-35
37,Female,Once a week,Beauty and Personal Care,No,Few times a week,categories,First page,2,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste,36-45
34,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness,26-35
23,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,19-25
45,Female,Once a week,others,No,Rarely,Keyword,Multiple pages,2,No,Sometimes,others,Often,No,Occasionally,No,3,No,3,3,User-friendly website/app interface,Reducing packaging waste,46-55
26,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Never,Yes,3,Yes,1,3,Wide product selection,User interface ,26-35
34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness,26-35
21,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,No,3,No,3,5,Product recommendations,Product quality and accuracy,19-25
23,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,4,Sometimes,3,3,Product recommendations,Customer service responsiveness,19-25
41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,3,Yes,3,4,Wide product selection,Irrelevant product suggestions,36-45
32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,3,Competitive prices,Customer service responsiveness,26-35
23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,Sometimes,3,3,Competitive prices,Shipping speed and reliability,19-25
22,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy,19-25
48,Female,Multiple times a week,Clothing and Fashion,Yes,Rarely,Keyword,First page,4,No,Rarely,High shipping costs,Rarely,No,Moderately,No,1,Sometimes,2,2,Wide product selection,Shipping speed and reliability,46-55
32,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,26-35
28,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste,26-35
23,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,19-25
23,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,19-25
26,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,4,Sometimes,3,3,Competitive prices,Reducing packaging waste,26-35
34,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,4,Sometimes,3,3,User-friendly website/app interface,Reducing packaging waste,26-35
23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,19-25
22,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,19-25
32,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste,26-35
47,Female,Once a month,Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,2,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,3,Sometimes,2,3,User-friendly website/app interface,Shipping speed and reliability,46-55
22,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,19-25
47,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Yes,2,2,Competitive prices,Product quality and accuracy,46-55
22,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,1,Sometimes,2,1,Competitive prices,Customer service responsiveness,19-25
45,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,others,First page,5,Maybe,Never,others,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website/app interface,Product quality and accuracy,46-55
21,Male,Less than once a month,others,Sometimes,Rarely,others,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,4,Sometimes,4,4,Wide product selection,Shipping speed and reliability,19-25
27,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,Yes,2,2,Wide product selection,Product quality and accuracy,26-35
37,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,1,Wide product selection,Customer service responsiveness,36-45
33,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,2,No,3,2,Wide product selection,Reducing packaging waste,26-35
22,Others,Once a week,Beauty and Personal Care,No,Few times a month,categories,First page,3,No,Often,Changed my mind or no longer need the item,Often,No,Occasionally,No,2,No,2,3,Product recommendations,Customer service responsiveness,19-25
25,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,3,No,3,3,Wide product selection,Product quality and accuracy,26-35
28,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,1,Yes,1,1,Product recommendations,Customer service responsiveness,26-35
17,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website/app interface,Shipping speed and reliability,0-18
16,Male,Once a month,Clothing and Fashion;others,No,Rarely,Keyword,First page,4,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,No,4,No,4,4,User-friendly website/app interface,Customer service responsiveness,0-18
32,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Sometimes,2,1,Wide product selection,Customer service responsiveness,26-35
27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,No,1,No,2,2,Wide product selection,Product quality and accuracy,26-35
18,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,2,No,Often,High shipping costs,Often,Yes,Heavily,Sometimes,1,No,2,2,Competitive prices,Shipping speed and reliability,19-25
37,Male,Less than once a month,others,No,Rarely,others,First page,3,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,4,Yes,4,4,Wide product selection,Product quality and accuracy,36-45
28,Male,Once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,1,No,Sometimes,others,Sometimes,Yes,Heavily,Yes,2,Sometimes,3,3,Product recommendations,Product quality and accuracy,26-35
48,Female,Less than once a month,Beauty and Personal Care,Sometimes,Rarely,categories,First page,5,Yes,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,3,Yes,3,2,Competitive prices,Shipping speed and reliability,46-55
50,Female,Multiple times a week,Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,2,Yes,3,3,Wide product selection,Product quality and accuracy,46-55
24,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Competitive prices,User interface of app,19-25
40,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,First page,1,No,Always,Found a better price elsewhere,Sometimes,No,Never,Sometimes,5,Sometimes,3,4,Product recommendations,Product quality and accuracy,36-45
25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,3,Quick delivery,Reducing packaging waste,26-35
31,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,2,Yes,3,1,Competitive prices,Product quality and accuracy,26-35
18,Female,Once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Yes,5,3,User-friendly website/app interface,Shipping speed and reliability,19-25
26,Female,Once a week,Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy,26-35
16,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,others,Rarely,Yes,Heavily,Sometimes,1,Sometimes,3,3,Wide product selection,Product quality and accuracy,0-18
18,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,No,3,No,3,2,Competitive prices,Reducing packaging waste,19-25
40,Male,Less than once a month,Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,2,2,Competitive prices,Product quality and accuracy,36-45
19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness,19-25
16,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,No,1,1,User-friendly website/app interface,Shipping speed and reliability,0-18
43,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,1,Sometimes,3,2,Wide product selection,Customer service responsiveness,36-45
25,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,4,No,2,3,Competitive prices,Reducing packaging waste,26-35
22,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Sometimes,2,1,Competitive prices,Product quality and accuracy,19-25
17,Prefer not to say,Once a month,Clothing and Fashion;others,Sometimes,Few times a month,categories,First page,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,4,Sometimes,4,4,Wide product selection,Customer service responsiveness,0-18
34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,1,Yes,1,1,Competitive prices,Customer service responsiveness,26-35
30,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,First page,4,Maybe,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,Sometimes,4,3,User-friendly website/app interface,Reducing packaging waste,26-35
31,Others,Once a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,No,2,2,Wide product selection,Reducing packaging waste,26-35
31,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,2,Competitive prices,Shipping speed and reliability,26-35
34,Prefer not to say,Multiple times a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,5,Yes,5,5,Wide product selection,Product quality and accuracy,26-35
26,Female,Once a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,1,Yes,1,3,User-friendly website/app interface,Product quality and accuracy,26-35
26,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Sometimes,1,1,Product recommendations,Customer service responsiveness,26-35
24,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Rarely,others,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,No,4,Sometimes,4,4,Product recommendations,Customer service responsiveness,19-25
26,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,4,No,4,3,Competitive prices,Customer service responsiveness,26-35
29,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,3,Sometimes,2,1,Product recommendations,Reducing packaging waste,26-35
37,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,3,2,User-friendly website/app interface,Product quality and accuracy,36-45
34,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,No,3,3,User-friendly website/app interface,Customer service responsiveness,26-35
31,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,2,Sometimes,3,1,Competitive prices,Customer service responsiveness,26-35
27,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,Yes,2,2,Product recommendations,Customer service responsiveness,26-35
23,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Yes,1,2,Wide product selection,Product quality and accuracy,19-25
21,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,3,Maybe,Always,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,2,2,Wide product selection,Customer service responsiveness,19-25
53,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Sometimes,1,Sometimes,2,1,Wide product selection,Customer service responsiveness,46-55
26,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,3,Sometimes,2,2,Competitive prices,Shipping speed and reliability,26-35
28,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Yes,2,2,Competitive prices,Customer service responsiveness,26-35
47,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness,46-55
37,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,2,2,Competitive prices,Product quality and accuracy,36-45
37,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,Filter,Multiple pages,1,No,Often,Found a better price elsewhere,Often,Yes,Heavily,No,3,No,1,1,Product recommendations,Shipping speed and reliability,36-45
39,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,5,Sometimes,3,2,Competitive prices,Shipping speed and reliability,36-45
40,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,No,2,3,Wide product selection,Customer service responsiveness,36-45
23,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,No,2,1,User-friendly website/app interface,Shipping speed and reliability,19-25
25,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,2,No,2,2,Product recommendations,Product quality and accuracy,26-35
34,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,5,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Sometimes,5,Sometimes,4,1,Competitive prices,Customer service responsiveness,26-35
26,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,2,Competitive prices,Shipping speed and reliability,26-35
31,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,4,No,2,3,Product recommendations,Customer service responsiveness,26-35
26,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,4,No,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,4,No,2,2,Wide product selection,Product quality and accuracy,26-35
34,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,Sometimes,3,3,Product recommendations,Customer service responsiveness,26-35
18,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,1,Wide product selection,Customer service responsiveness,19-25
40,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,others,Multiple pages,3,No,Often,High shipping costs,Often,No,Moderately,Sometimes,2,Yes,2,2,Product recommendations,Customer service responsiveness,36-45
42,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,3,Sometimes,4,2,Product recommendations,Customer service responsiveness,36-45
35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,Sometimes,2,1,Competitive prices,Customer service responsiveness,36-45
37,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,First page,3,Yes,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Sometimes,2,2,Wide product selection,Customer service responsiveness,36-45
46,Male,Less than once a month,Home and Kitchen;others,Sometimes,Rarely,others,First page,4,Maybe,Never,others,Rarely,No,Rarely,Sometimes,4,Sometimes,4,4,Product recommendations,Product quality and accuracy,46-55
24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,5,Maybe,Often,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,5,Sometimes,4,2,Competitive prices,I don't have any problem with eezybuy,19-25
35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,No,2,No,3,2,Competitive prices,Product quality and accuracy,36-45
46,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,2,No,2,2,Competitive prices,Shipping speed and reliability,46-55
32,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,2,Sometimes,2,1,Product recommendations,Customer service responsiveness,26-35
35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,No,2,2,Product recommendations,Customer service responsiveness,36-45
36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,2,Sometimes,2,1,Wide product selection,Reducing packaging waste,36-45
